year,hour,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,total_deaths,total_damage_millions_dollars
2014,8,12,6.2,6.2,,,,,,,CHINA,,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,615,
2014,8,9,5.9,5.9,,,,,,3,CHINA,,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,5,
2015,6,12,5.1,,,5.1,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,,14.65
2015,10,11,5.5,,,,5.5,,,,CHINA,,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,,
2015,1,10,6.4,6.4,,,,,,,CHINA,,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,3,
2016,14,17,6.6,6.6,,,,,,7,CHINA,,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,1,5.5
2017,22,8,6.4,6.4,,,,,,9,CHINA,,CHINA:  TIBET (XIZANG PROVINCE): NYINGCHI,29.833,94.984,,
2018,17,10,5.1,5.1,,,,,,,CHINA,,CHINA:  JILIN PROVINCE:  NINGJIANG,45.279,124.557,,
2018,2,10,5.6,5.6,,,,,,,CHINA,,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,23.332,101.552,,
2018,4,27,5.4,5.4,,,,,,,CHINA,,CHINA:  SICHUAN:  YIBIN,28.264,104.991,,7.255
2020,13,6,6,6,,,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,39.831,77.106,1,
2020,12,10,5.3,5.3,,,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,33.124,98.916,,11.28
2020,13,10,5.2,5.2,,,,,,,CHINA,,CHINA:   YUNNAN PROVINCE:  QIAOJIA,27.296,103.281,4,17
2008,7,10,5.9,5.9,5.8,6.1,,,,,CONGO,,CONGO:  BUKAVU,-2.296,28.9,38,
1955,6,,6.3,,6.3,,,,,,EGYPT,,EGYPT:  NILE DELTA,32.2,29.6,22,
1969,7,33,7,,7,,,,,,EGYPT,,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,2,
1862,8,,6.5,,,,,6.5,,9,GHANA,,"GHANA:  ACCRA,CHRISTIANSBORG,ASHANTI,AKWAPIM",7,0.4,3,
1939,19,13,6.4,6.4,6.4,6.8,,6.3,,9,GHANA,,GHANA:  ACCRA,5.568,-0.625,22,
1555,,,7.6,7.6,7.6,,,,,12,INDIA,,INDIA:  KASHMIR:  SRINAGAR,33.5,75.5,,
1803,,,7.5,7.5,7.5,,,,,,INDIA,,"INDIA:  UTTARAKHAND, MATHURA (MUTTRA)",31,79,,
1881,,,7.9,7.9,,,,,,,INDIA,,"INDIA:  ANDAMAN I,NICOBAR I",8.52,92.43,,
1950,14,33,8.6,8.6,8.6,8,,,,11,INDIA,,INDIA-CHINA,28.5,96.5,1530,20
1956,15,15,6,6,,,,,6.1,9,INDIA,,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",23.278,70.107,156,
1984,23,23,5.6,,,5.6,,,,,INDIA,,"INDIA:  ASSAM, CACHAR DISTRICT",24.641,92.891,20,
1986,7,33,5.3,,5.3,5.5,,,,,INDIA,,"INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN",32.128,76.374,6,
2008,21,10,5,,,5,,,,,INDIA,,INDIA:  MAHARASHTRA,17.438,73.915,1,
2011,12,50,6.9,6.9,6.7,6.6,,,,,INDIA,,INDIA:  SIKKIM,27.73,88.155,111,22.3
2011,17,10,5,,,5,,,,,INDIA,,INDIA:  GUJARAT,21.211,70.533,,
2013,6,15,5.7,5.7,5.6,5.6,,,,,INDIA,,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061,75.863,3,19.5
1542,17,,6.6,6.6,,,,,,10,ITALY,,"ITALY:  SIRACUSA, MILITELLO, CATANIA, NOCOSIA",37.07,15.3,,
1672,15,,5.6,,5.6,,,,,10,ITALY,,ITALY:  RIMINI,43.933,12.583,1500,
1703,1,,6.7,,6.7,,,,,11,ITALY,,ITALY:  L'AQUILA (AQUILA),42.467,13.2,10000,
1783,13,,6.6,,6.6,,,,,10,ITALY,,ITALY:  TYRRHENIAN CALABRIA,38.583,16.2,,
1783,1,,5.9,,5.9,,,,,9,ITALY,,ITALY:  TYRRHENIAN CALABRIA,38.767,16.3,,
1783,18,,6.9,,6.9,,,,,10,ITALY,,ITALY:  TYRRHENIAN CALABRIA,38.783,16.467,,
1846,12,5,6.1,,6.1,,,,,10,ITALY,,"ITALY:  ORCIANO, LUCIANA",43.4,10.6,56,
1914,18,,4.9,,4.9,,,,,10,ITALY,,"ITALY:  CATANIA, ETNA",37.7,15.2,120,
1930,7,,5.9,,5.9,,,,,9,ITALY,,ITALY:  SENIGALLIA,43.667,13.267,18,
1979,21,16,5.8,,5.8,5.9,,,,,ITALY,,ITALY:  CENTRAL:  UMBRIA,42.812,13.061,5,
2017,10,9,5.7,5.7,,,,,,,ITALY,,ITALY:  FARINDOLA,42.529,13.282,34,18
684,,,8.4,,8.4,,,,,,JAPAN,,JAPAN,32.5,134,,
745,,,7.9,,7.9,,,,,,JAPAN,,JAPAN:  MINO,35.5,136.9,,
863,,,7,,7,,,,,,JAPAN,,"JAPAN: NAOETSU, NIIGATA PREFECTURE",37.1,138,,
887,,,8.6,,8.6,,,,,,JAPAN,,JAPAN:  NANKAIDO,33,135.3,,
1026,,,7.5,,7.5,,,,,,JAPAN,,"JAPAN:  OFF MASUDA, SHIMANE PREFECTURE",34.8,131.8,1001,
1293,,,7.1,,7.1,,,,,,JAPAN,,JAPAN:  KAMAKURA,35.2,139.4,23024,
1433,,,7.1,,7.1,,,,,,JAPAN,,"TOKAIDO, JAPAN",34.9,139.5,,
1498,,,8.3,,8.3,,,,,,JAPAN,,JAPAN:  ENSHUNADA SEA,34,138.1,5000,
1586,,,8.2,,8.2,,,,,,JAPAN,,JAPAN:  ISE BAY,35,136.8,8000,
1589,,,6.7,,6.7,,,,,,JAPAN,,"SURUGA, JAPAN",34.8,138.2,,
1596,,,6.9,,6.9,,,,,,JAPAN,,JAPAN:  BEPPU BAY,33.3,131.7,708,
1605,,,7.9,,7.9,,,,,,JAPAN,,JAPAN:   NANKAIDO,33,134.9,5000,
1605,,,7.9,,7.9,,,,,,JAPAN,,JAPAN:  ENSHUNADA,33.5,138.5,1001,
1611,,,8.1,,8.1,,,,,,JAPAN,,JAPAN:  SANRIKU,39,144.5,5000,
1646,,,7.6,,7.6,,,,,,JAPAN,,JAPAN:  SANRIKU:  SENDAI,37.7,141.7,,
1677,,,7.4,,7.4,,,,,,JAPAN,,JAPAN:  OFF SE. BOSO PENINSULA,35,141.5,500,
1700,,,7,,7,,,,,,JAPAN,,"JAPAN:   TSUSHIMA, NAGASAKI PREFECTURE",34.2,129.3,1000,
1707,4,,8.4,,8.4,,,,,,JAPAN,,JAPAN:  ENSHUNADA,34.1,137.8,2000,
1711,,,6.7,,6.7,,,,,,JAPAN,,"SEIONAIKAI, JAPAN",34.3,134,1000,
1763,,,7.1,,7.1,,,,,,JAPAN,,JAPAN:  SANRIKU:  HACHINOHE,40.7,142,,
1766,,,6.9,,6.9,,,,,,JAPAN,,JAPAN:  HIROSAKI,40.9,140.7,1700,
1782,,,7.3,,7.3,,,,,,JAPAN,,"TOKAIDO, JAPAN",35.1,139.7,,
1793,,,8.3,,8.3,,,,,,JAPAN,,"JAPAN:  SANRIKU,RIKUZEN,RIKUCHU",38.5,144,745,
1802,5,,6.6,,6.6,,,,,,JAPAN,,"JAPAN:  NW HONSHU:  SADO ISLAND, OGI",37.7,138.3,19,
1810,,,6.6,,6.6,,,,,,JAPAN,,JAPAN:  OGA,39.9,139.9,59,
1833,,,7.4,,7.4,,,,,,JAPAN,,JAPAN:  HONSHU:  NW,38.9,139.15,85,
1835,,,7.6,,7.6,,,,,,JAPAN,,JAPAN:  SANRIKU,37.9,141.9,,
1894,8,,7,,7,,,,,,JAPAN,,JAPAN:  SYONAI,38.9,139.8,,
1898,23,,7.2,,7.2,,,,,,JAPAN,,JAPAN:  SANRIKU,38.6,142,,
1909,6,33,6.9,,6.9,,,,,,JAPAN,,JAPAN:  OOMI,35.4,136.3,41,
1911,14,160,8,,8,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,28,130,12,
1914,,,7.1,,7.1,,,,,,JAPAN,,JAPAN:  SAKURIJIMA,31.58,130.67,63,19
1914,20,33,7.2,,7.2,,,,,,JAPAN,,JAPAN:  SENHOKU,39.2,139.8,94,
1944,4,30,8.1,8.1,8,,,,,,JAPAN,,JAPAN:  OFF SOUTHEAST COAST KII PENINSULA,34,137.1,1223,
1952,1,45,8.1,8.1,8.3,,,,,9,JAPAN,,JAPAN:  HOKKAIDO,42.15,143.85,33,
1978,3,14,6.6,,6.6,6.2,,,7,5,JAPAN,,"JAPAN:  TOKKAIDO, OSHIMA",34.809,139.259,25,
2007,0,8,6.7,6.7,6.8,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.336,136.588,1,
2008,23,8,6.9,6.9,7,6.5,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,39.03,140.881,13,
2009,20,40,6.4,6.4,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  S COAST,34.743,138.264,1,
1505,,,8.2,8.2,8.2,,,,,,NEPAL,,NEPAL-INDIA,29.5,83,,
1833,,,7.7,7.7,8,,,,,9,NEPAL,,NEPAL: KATHMANDU; INDIA: BIHAR; CHINA: TIBET,28.3,85.5,500,
881,,,7.5,,,,,,7.5,10,SPAIN,,SPAIN; ALGERIA; MOROCCO,36,-8,,
2009,8,14,6.1,6.1,6.1,6.1,,,,,BHUTAN,,BHUTAN:  TASHIGANG,27.332,91.437,11,
-426,,,7.1,,7.1,,,,,10,GREECE,,GREECE:  EUBOEA,38.9,22.7,2500,
-373,,,7.3,,7.3,,,,,11,GREECE,,GREECE,38.25,22.25,,
142,,,7,7,,,,,,8,GREECE,,GREECE:  RHODES,36.7,28,,
1303,,,8,,8,,,,,9,GREECE,,GREECE:  CRETE,35,27,4000,
1481,,,7.1,,7.1,,,,,10,GREECE,,GREECE:  RHODES,36,28,,
1629,9,70,7,,7,,,,,8,GREECE,,GREECE:  ISLANDS OF CYTHERA AND CRETE,36,25,,
1633,,,6.9,,6.9,,,,,10,GREECE,,GREECE:  ZAKINTHOS (ZANTE),37.5,21,,
1636,18,,7.2,,7.2,,,,,10,GREECE,,GREECE:  CEPHALONIA,38.1,20.3,520,
1748,,,6.8,,6.8,,,,,9,GREECE,,"GREECE:  VOSTIZA (EGIO, AIGIO, AEGHION)",38.3,22.1,,
1791,21,,7,,7,,,,,10,GREECE,,"GREECE:  ZANTE, GASTUNI",35.8,21,50,
1825,11,,6.8,,6.8,,,,,11,GREECE,,GREECE:  IONIAN ISLANDS:  LEUKAS,38.75,20.75,58,
1863,20,,6.7,,6.7,,,,,11,GREECE,,"GREECE:  RHODES, KOS",36.5,28,,
1893,2,,6.4,,6.4,,,,,11,GREECE,,GREECE:  ZAKINTHOS (ZANTE),37.7,20.9,,
1893,5,,6.4,,6.4,,,,,10,GREECE,,"GREECE:  ZAKINTHOS (ZANTE), GAITANI-KERI",37.7,20.9,,
1894,16,,6.7,,6.7,,,,,10,GREECE,,"GREECE:  LOCRIDE, MALESINA-MARTINON (LOKRIS)",38.6,23.2,255,
1894,19,,6.9,,6.9,,,,,11,GREECE,,GREECE:  ST KONSTANTINOS-ARKITSA (LOKRIS),38.7,23.1,,
1895,3,,7.5,,7.5,,,,,10,GREECE,,GREECE:  MARGARITION-FILIATES (THESPROTIA),39.5,20.5,,
1903,4,100,7.8,,7.8,,,,,11,GREECE,,GREECE:  MITATA (KYTHERA),36,23,2,
1904,5,10,6.1,6.1,6.2,,,,,10,GREECE,,"GREECE:  SAMOS, PATMOS",37.75,27,4,
1914,14,30,6.3,,6.3,,,,,9,GREECE,,GREECE:  LEUKAS ISLAND,38.8,20.6,14,
1915,15,14,6.7,,6.7,,,,,9,GREECE,,"GREECE:  KEFALLONIA ISLAND, ITHACA ISLAND",38.5,20.7,,
1926,19,100,7.9,,7.9,,,,,11,GREECE,,GREECE:  RHODES ISLAND; LOWER EGYPT,36.5,27.5,,
1933,5,15,6.4,6.4,,,,,6.8,10,GREECE,,GREECE:  DODECANESE ISLANDS,36.759,27.299,181,
1956,3,20,7.8,,7.8,,,,,9,GREECE,,GREECE:  DODECANESE,36.9,26,56,
1965,17,18,6.3,,6.3,,,,,,GREECE,,"GREECE:  ALONISOS, SKOPELOS",39.4,24,38,8
1965,3,34,6.2,,6.2,,,,,10,GREECE,,GREECE:  SOUTHERN,37.7,21.8,32,
1966,14,17,5.9,,5.9,5.3,,,,8,GREECE,,GREECE:  SOUTHERN,37.5,22.1,,14
1966,2,20,5.7,,5.7,,,,,,GREECE,,GREECE:  CENTRAL,39.2,21.2,1,
1975,9,19,5.5,,5.5,5.4,,,,9,GREECE,,GREECE:  KATO-MAKRINOU,38.628,21.798,1,
1979,5,40,5.2,,5.2,5.4,,,,8,GREECE,,GREECE-ALBANIA,39.536,20.398,1,
1984,4,27,4.5,,4.5,5,,,,7,GREECE,,GREECE:  MESSINA,37.013,21.757,,
2008,12,16,6.3,6.3,6.3,6.2,,,,,GREECE,,"GREECE:  ACHAIA, ILEIA",37.963,21.525,2,
2021,10,10,6.3,6.3,,,,,,9,GREECE,,"GREECE: TYRNAVOS, LARISA",39.764,22.176,,
1983,4,11,6.2,,6.2,6.4,,,,9,GUINEA,,GUINEA:  GAOUAL-KOUMBIA,11.866,-13.529,443,8
746,,,7,,,,,,7,11,ISRAEL,,"ISRAEL:  TEVERYA (TIBERIAS), ARIHA (JERICHO)",32,35.5,,
1546,,,7,,,,,,7,11,ISRAEL,,"ISRAEL:  NABULUS,SALT; JORDAN:  AL-KARAK",32,35.5,,
1927,13,33,6.3,,6.3,,,,,,ISRAEL,,ISRAEL; JORDAN: DAMIYA,32,35.5,268,
362,,,6.4,,6.4,,,,,,JORDAN,,JORDAN:  AL-KARAK,31.3,35.6,,
2009,3,8,5.9,5.9,5.9,5.9,,,,,MALAWI,,MALAWI:  KARONGA,-9.948,33.878,1,
2009,23,6,6,6,6,6,,,,,MALAWI,,MALAWI:  KARONGA,-10.108,33.818,3,
1787,17,,8.3,,8.3,,,,,,MEXICO,,"MEXICO:  SAN MARCOS, OAXACA",16.5,-98.5,11,
1820,,,7.6,,7.6,,,,,,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, VERACRUZ",17.2,-99.6,,
1870,,,7.9,,7.9,,,,,,MEXICO,,"MEXICO:  OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC",15.4,-96.3,24,
1887,9,80,7.4,7.4,8,,,,,12,MEXICO,,MEXICO:  BAVISPE,30.8,-109.25,51,
1902,20,100,7.8,,7.8,,,,,,MEXICO,,"MEXICO:  VENUSTIANO CARRANZA,CHIAPAS,CHIS,TABASCO",16.6,-92.6,,
1909,10,,7.8,,7.8,,,,,,MEXICO,,MEXICO:  ACAPULCO,16.8,-99.8,,
1932,10,35,8.1,8.1,8.2,,,,,10,MEXICO,,MEXICO:  NEAR COAST OF JALISCO,19.623,-103.919,400,
1932,12,25,7.7,7.7,6.9,,,,,,MEXICO,,MEXICO:  CENTRAL,19.242,-104.383,75,
1934,2,5,7,,7,,,,,,MEXICO,,MEXICO:  JALISCO,18.5,-105.5,,
1948,0,,6.9,,6.9,,,,,,MEXICO,,MEXICO:  MARIA MADRE ISLAND,22,-106,4,
1950,14,50,7.5,,7.5,,,,,5,MEXICO,,MEXICO:  ACAPULCO,16.48,-98.22,,
1956,7,,6.5,,6.5,,,,,,MEXICO,,MEXICO:  GUERRERO,17,-99.5,,
1959,8,,6.9,,6.9,,,,,,MEXICO,,MEXICO:  GULF OF CAMPECHE,18.3,-94.4,25,
1999,17,69,6.3,6.3,5.8,6,,,,,MEXICO,,MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO,18.324,-101.539,,
2003,2,24,7.5,7.5,7.6,6.5,,,,8,MEXICO,,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,29,
1882,7,,8.3,,8.3,,,,,11,PANAMA,,PANAMA: SAN BLAS ARCHIPELAGO,10,-79,,
-63,,20,6.4,,6.4,,,,,8,RUSSIA,,RUSSIA:  PANTIKAPEY,45.2,36.6,,
1923,15,20,7.2,,7.2,,,,,10,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,56.5,162.5,18,
1970,18,44,6.5,,6.5,,,,,8,RUSSIA,,RUSSIA:  DAGESTAN,43,47.1,,
1994,13,14,8.3,8.3,8.1,7.3,,,,9,RUSSIA,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.773,147.321,11,
2003,11,16,7.3,7.3,7.5,6.5,,,,10,RUSSIA,,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,3,10.6
2008,9,16,5.7,5.7,5.5,5.6,,,,,RUSSIA,,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,13,
2013,3,,4.2,,,4.2,,,,,RUSSIA,,RUSSIA:  CHELYABINSK (METEOR EXPLOSION),55.15,61.41,,
2002,20,15,4.7,,,4.7,,,,,RWANDA,,RWANDA:  GISENYI,-1.684,29.077,1001,
2021,9,10,4.7,,,4.7,,,,7,RWANDA,,RWANDA: RUBAVU; CONGO,-1.601,29.4,32,
2010,0,1,5.5,5.5,5.2,5.3,,,,6,SERBIA,,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,2,
1721,,,6,,6,,,,,8,TAIWAN,,TAIWAN:  TAINAN,23,120.3,,
1792,,,6.8,,6.8,,,,,9,TAIWAN,,"TAIWAN:  JIAYI, TAINAN",23.6,120.5,252,
1815,,,6.5,,6.5,,,,,8,TAIWAN,,TAIWAN:,25.2,121.2,111,
1839,,,6.5,,6.5,,,,,8,TAIWAN,,TAIWAN: JIAYI,23.4,120.4,117,
1845,,,6,,6,,,,,8,TAIWAN,,TAIWAN:  ZHANGHUA,24.1,120.5,380,
1862,,,6.5,,6.5,,,,,8,TAIWAN,,TAIWAN:  TAINAN,23.4,120,2000,
1906,22,,6.8,,6.8,,,,,,TAIWAN,,TAIWAN:  JIAYI,23.6,120.5,1258,
1906,19,,6.5,,6.5,,,,,,TAIWAN,,TAIWAN:  JIAYI,23.4,120.4,15,
1951,5,21,7.3,,7.3,,,,,,TAIWAN,,TAIWAN,23.8,121.7,68,
1959,8,60,7,,7,,,,,,TAIWAN,,TAIWAN,22.18,121.13,16,
1964,12,33,7,,7,,,,,,TAIWAN,,TAIWAN:  TAINAN,23.2,120.6,107,
447,,,7.3,,7.3,,,,,9,TURKEY,,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.9,28.5,,
543,,,6.8,,6.8,,,,,10,TURKEY,,TURKEY:  CYZICUS,40.3,27.8,,
740,,,7.3,,7.3,,,,,9,TURKEY,,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.7,29.3,,
1343,,,7.5,,7.5,,,,,8,TURKEY,,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.8,28.3,,
1688,11,,7,,7,,,,,10,TURKEY,,TURKEY:  IZMIR,38.4,26.9,16000,
1715,,,6.6,,6.6,,,,,,TURKEY,,"TURKEY:  MAHMATAN, VAN",38.7,43.9,,
1857,,,6.7,,6.7,,,,,9,TURKEY,,TURKEY:  HINIS,38.4,42.1,,
1869,19,,7.5,,7.5,,,,,10,TURKEY,,"TURKEY:  GULF OF KERAMOS, MENTESE",37,28,3,
1872,5,,7.3,,7.3,,,,,10,TURKEY,,"TURKEY:  ANTAKYA (ANTIOCH), SUEDIJE",36.2,36.2,1800,
1893,,,6.7,,6.7,,,,,9,TURKEY,,TURKEY:  MALATYA,38.3,38.3,400,
1899,2,,6.7,,6.7,,,,,9,TURKEY,,"TURKEY:  SULTANHISAR,ATCA,NAZILLI,KUYUCAK,DENIZLI",37.93,28.84,1117,
1925,6,,5.9,,5.9,,,,,8,TURKEY,,TURKEY:  DINAR,38,30.5,3,
1939,23,35,7.7,7.7,7.8,,,,,12,TURKEY,,TURKEY:  ERZINCAN,39.77,39.533,32700,20
1966,0,64,4.6,,4.6,,,,,,TURKEY,,TURKEY:  BAGICI,38.9,41.3,12,
1968,8,38,6.6,,6.6,,,,,8,TURKEY,,"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,24,
1971,6,23,5.9,,5.9,5.5,,,6.3,6,TURKEY,,TURKEY:  BURDUR,37.6,29.8,100,
1977,2,21,4.9,,4.9,5.2,,,5.2,,TURKEY,,TURKEY,38.56,40.02,30,
1984,13,10,6.4,,6.4,5.3,,,,8,TURKEY,,"TURKEY:  E, ERZURUM, OLUR-SENKAYA",40.885,42.219,3,
1984,9,60,5.3,,,5.3,,,,,TURKEY,,"TURKEY:  E, SENKAYA",40.545,42.403,3,
2000,2,10,6,6,6.1,5.5,,,,7,TURKEY,,"TURKEY:  CERKES, CUBUK, ORTA",40.693,32.992,2,
2003,0,10,6.4,6.4,6.4,5.7,,,,,TURKEY,,TURKEY:  BINGOL,39.007,40.464,177,
2005,1,5,5.8,5.8,5.7,5.5,5.9,,,,TURKEY,,TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,,
2007,23,8,5.6,5.6,5.5,5.2,5.5,,,,TURKEY,,TURKEY:  CENTRAL:  ANKARA,39.446,33.162,,
1893,,,7.5,,7.5,,,,,11,ALBANIA,,"ALBANIA: HIMARA, DHERMI, KUC, KUDHESI, VLORE, KANINA",40.2,19.7,,
1920,8,25,6.2,6.2,,,,,,11,ALBANIA,,"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ",40.2,20,200,
1920,2,,5.6,,5.6,,,,,9,ALBANIA,,"ALBANIA:  ELBASAN, PEQIN",40.5,19.5,,
1926,6,,5.8,,5.8,,,,,10,ALBANIA,,ALBANIA:  DURRES,41,19.5,,
1942,6,33,6,,6,,,,,10,ALBANIA,,"ALBANIA:  PESHKOPIA, MAGELLARE",41.7,20.4,43,
1885,20,,5.9,5.9,,,,,,9,ALGERIA,,ALGERIA:  M'SILA,36.1,4.6,33,
1946,2,,5.6,,5.6,,,,,9,ALGERIA,,ALGERIA:  HODNA MOUNTAINS,35.75,5,264,
1954,1,,6.7,,6.7,,,,,11,ALGERIA,,ALGERIA:  ORLEANSVILLE,36.283,1.467,1243,6
856,,10,4.5,,4.5,,,,,8,ARMENIA,,ARMENIA:  DVIN,40,44.6,,
1998,4,24,6.6,6.6,6.6,5.9,,,,,BOLIVIA,,"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA",-17.731,-65.431,105,
1996,20,10,6,6,6,5.6,,,,8,CROATIA,,"BALKANS NW:  CROATIA:  STON, SLANO",42.803,17.936,,
1868,19,,8,,8,,,,,8,ECUADOR,,"ECUADOR:  EL ANGEL, CONCEPCION",0.81,-77.72,,
1906,15,25,8.6,8.6,8.6,8.2,,,,9,ECUADOR,,ECUADOR:  OFF COAST,1,-81.5,1000,
1913,2,50,7.7,,,,,,7.7,7,ECUADOR,,"ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE",-3.4,-79.6,,
1990,2,5,4.4,,4.4,5,,,,,ECUADOR,,"ECUADOR:  PAMASQUI,  QUITO",-0.059,-78.449,4,
1996,23,33,5.9,5.9,5.2,5.8,,,,6,ECUADOR,,"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",-1.036,-78.737,27,7
1921,13,,5.9,,5.9,,,,,8,ERITREA,,ETHIOPIA:  MESEWA (MASSAUA),15.6,39.6,,
1920,11,11,6.2,,6.2,,,,,,GEORGIA,,"GEORGIA:  CAUCASUS:  GORI, TIFLIS",42,44.1,,
1986,8,10,5.7,,5.7,5.7,,,,7,GEORGIA,,"GEORGIA:  AKHALKALAKI, SUSUZ",41.431,43.737,2,
2002,17,10,4.3,,4.3,4.8,,,,,GEORGIA,,GEORGIA:  TBILISI,41.765,44.96,5,
2000,15,10,6.5,6.5,6.6,5.7,,,,,ICELAND,,"ICELAND:  VESTMANNAEYJAR, HELLA",63.966,-20.487,,20
2000,0,10,6.5,6.5,6.6,6.1,,,,,ICELAND,,"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI",63.98,-20.758,,12
1990,10,89,6.7,,,6.7,,,,6,ROMANIA,,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668,14,23.7
1971,17,40,7.1,,7.1,6,,,7.1,7,VANUATU,,"VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA",-15.5,167.2,1,
1999,13,33,7.5,7.5,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS:  PENTECOST,-16.423,168.214,10,
1901,7,,7.2,,7.2,,,,,10,BULGARIA,,BULGARIA:  BALCHIK,43.4,28.5,4,
1904,10,15,7.5,,7.5,,,,,10,BULGARIA,,BULGARIA:  STRUMA,41.8,23.2,,
1904,10,15,7.8,,7.8,,,,,11,BULGARIA,,BULGARIA:  STRUMA,41.8,23.2,,
1644,10,,6.9,,,,,,6.9,10,COLOMBIA,,"COLOMBIA:  PAMPLOMA,HERRAN; VENEZUELA: MERIDA",7.38,-72.65,,
1735,18,20,4.5,,4.5,,,,,,COLOMBIA,,COLOMBIA:  POPAYAN,2.6,-76.5,,
1799,,,5,,5,,,,,7,COLOMBIA,,COLOMBIA:  CARTAGO,7.5,-73.5,,
1805,8,15,6.1,6.1,,,,,,8,COLOMBIA,,"COLOMBIA:  HONDA,MARIQUITA",5.37,-74.87,200,
1827,22,,7,,7,,,,,11,COLOMBIA,,"COLOMBIA:  BOGOTA, NEIVA, POPAYAN, PASTO, HUILA",1.8,-76.4,250,
1834,12,15,6.7,6.7,,,,,7,9,COLOMBIA,,"COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA",1.1,-76.93,,
1875,16,20,7.5,,7.5,,,,,10,COLOMBIA,,"COLOMBIA:  CUCUTA,SAN CAYETANO,VILLA DEL ROSARIO",7.9,-72.5,1001,
1923,9,15,5.9,5.9,5.5,,,,,8,COLOMBIA,,"COLOMBIA:  GACHALA,GACHETA,UBALA,MEDINA",4.64,-73.36,7,
1938,2,150,7,,7,,,,,8,COLOMBIA,,COLOMBIA: EJE CAFETERO,4.68,-75.69,6,
1950,2,15,6.1,6.1,7,,,,,9,COLOMBIA,,COLOMBIA:  ANBOLEDAS,7.79,-72.61,300,20
1958,16,,6.9,,6.9,,,,,,COLOMBIA,,COLOMBIA,2,-79,,
1962,20,69,6.8,,6.8,,,,,,COLOMBIA,,"COLOMBIA:  MISTRATO, MANIZALES",5.2,-76.4,47,
1967,15,55,7,7,,6.3,,,6.8,10,COLOMBIA,,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.85,-74.8,98,20
1979,23,108,6.4,,,6.4,,,,9,COLOMBIA,,COLOMBIA:  MANIZALES-ARMENIA,4.805,-76.217,72,20
1979,7,33,7.7,,7.7,6.4,,,,9,COLOMBIA,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,600,8
2004,9,15,7.2,7.2,7.1,6.6,,,,,COLOMBIA,,"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,,
2015,20,184,6.2,6.2,,,,,,5,COLOMBIA,,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,,
